"source_id","source_title","data_period_start","data_period_end","reference_year","geography","scope","domain","metric","value","value_text","unit","status","denominator","facility_level","source_reference","notes","quality_flag"
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Lusaka","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","","Table B2","Province: Lusaka Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 2L/min)","0","0","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 2L/min)","0","0","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 2L/min)","0","0","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 2L/min)","2","2","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (Other 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","","Table B2","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 1L/min)","1","1","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 2L/min)","0","0","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 2L/min)","1","1","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 2L/min)","1","1","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 2L/min)","0","0","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (Other 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","","Table B2","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 1L/min)","4","4","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 1L/min)","20","20","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 2L/min)","4","4","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 2L/min)","4","4","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 1L/min)","4","4","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 2L/min)","4","4","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 1L/min)","4","4","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 2L/min)","4","4","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (Other 1L/min)","0","0","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","","Table B2","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 1L/min)","1","1","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 1L/min)","0","0","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 2L/min)","0","0","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 2L/min)","1","1","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 1L/min)","4","4","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 2L/min)","4","4","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 1L/min)","11","11","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 2L/min)","29","29","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 1L/min)","0","0","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","Level 1 (district)","Table B2","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 1L/min)","0","0","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 1L/min)","0","0","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 2L/min)","0","0","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 2L/min)","0","0","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 1L/min)","0","0","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 2L/min)","1","1","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 1L/min)","0","0","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 2L/min)","6","6","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 1L/min)","0","0","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","Level 2 (provincial)","Table B2","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 1L/min)","5","5","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 1L/min)","20","20","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 2L/min)","7","7","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 2L/min)","5","5","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 1L/min)","4","4","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 2L/min)","4","4","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 1L/min)","8","8","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 2L/min)","8","8","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 1L/min)","0","0","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","Level 3 (national)","Table B2","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 1L/min)","1","1","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 1L/min)","0","0","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 2L/min)","0","0","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 2L/min)","1","1","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 1L/min)","0","0","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 2L/min)","1","1","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 1L/min)","2","2","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 2L/min)","3","3","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 1L/min)","0","0","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","","Table B2","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 1L/min)","5","5","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 1L/min)","20","20","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 2L/min)","7","7","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 2L/min)","5","5","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 1L/min)","8","8","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 2L/min)","8","8","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 1L/min)","17","17","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 2L/min)","40","40","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 1L/min)","0","0","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","","Table B2","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 1L/min)","6","6","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 1L/min)","20","20","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (2 outlets 2L/min)","7","7","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (3 outlets 2L/min)","6","6","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 1L/min)","8","8","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (4 outlets 2L/min)","9","9","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 1L/min)","19","19","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (5 outlets 2L/min)","43","43","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 1L/min)","0","0","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","flow splitters (Other 2L/min)","0","0","flow splitters","actual","","","Table B2","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Central","surveyed facilities","oxygen delivery accessories","cylinder assembly units","133","133","units","actual","","","Table B3","Province: Central Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Copperbelt","surveyed facilities","oxygen delivery accessories","cylinder assembly units","742","742","units","actual","","","Table B3","Province: Copperbelt Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Eastern","surveyed facilities","oxygen delivery accessories","cylinder assembly units","586","586","units","actual","","","Table B3","Province: Eastern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Luapula","surveyed facilities","oxygen delivery accessories","cylinder assembly units","82","82","units","actual","","","Table B3","Province: Luapula Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Lusaka","surveyed facilities","oxygen delivery accessories","cylinder assembly units","239","239","units","actual","","","Table B3","Province: Lusaka Original source-state label: reported.",""
